DATE,CSUSHPISA,Year,Month,PER_CAPITA_GDP,working_age_pop,Houses,CPI,UNRATE,EMP_RATE,Cons_Material,FEDFUNDS,% Urban population,Num_Households,median_income,Subsidy,% old_age_pop
2019-12-01,213.938,2019,12,62641.0,206268500.0,5.5,258.63,3.6,71.69821,232.2,1.55,82.459,128579.0,78250.0,40.185,15.79180083
2020-01-01,215.031,2020,1,62333.0,205747900.0,5.7,258.906,3.6,71.76446999999999,233.4,1.55,82.664,128451.0,76660.0,44.147,16.22340015
2020-02-01,215.897,2020,2,60683.0,205649800.0,5.6,259.246,3.5,71.80173,234.6,1.58,82.664,128451.0,76660.0,44.147,16.22340015
2020-03-01,216.457,2020,3,59033.0,205302700.0,6.4,258.15,4.4,70.50975,236.3,0.65,82.664,128451.0,76660.0,44.147,16.22340015
2020-04-01,216.858,2020,4,57383.0,206899600.0,6.7,256.126,14.8,60.17112,234.3,0.05,82.664,128451.0,76660.0,44.147,16.22340015
2020-05-01,216.999,2020,5,58856.333333333336,206848900.0,5.3,255.848,13.2,62.24371,233.3,0.05,82.664,128451.0,76660.0,44.147,16.22340015
2020-06-01,217.577,2020,6,60329.666666666664,205536000.0,4.0,257.004,11.0,64.7919,234.8,0.08,82.664,128451.0,76660.0,44.147,16.22340015
2020-07-01,219.287,2020,7,61803.0,205353400.0,3.5,258.408,10.2,65.38378,237.0,0.09,82.664,128451.0,76660.0,44.147,16.22340015
2020-08-01,222.26,2020,8,62005.666666666664,205688400.0,3.3,259.366,8.4,66.85184,240.9,0.1,82.664,128451.0,76660.0,44.147,16.22340015
2020-09-01,225.723,2020,9,62208.333333333336,206084100.0,3.5,259.951,7.8,66.92528,246.9,0.09,82.664,128451.0,76660.0,44.147,16.22340015
2020-10-01,229.649,2020,10,62411.0,205972600.0,3.3,260.249,6.8,67.8985,246.4,0.09,82.664,128451.0,76660.0,44.147,16.22340015
2020-11-01,233.218,2020,11,62682.0,206186900.0,3.9,260.895,6.7,67.80861999999999,244.3,0.09,82.664,128451.0,76660.0,44.147,16.22340015
2020-12-01,236.542,2020,12,62953.0,206156100.0,4.1,262.005,6.7,67.95289,248.0,0.09,82.664,128451.0,76660.0,44.147,16.22340015
2021-01-01,239.68,2021,1,63224.0,205153400.0,4.1,262.518,6.4,68.19659,256.4,0.09,82.873,129224.0,76330.0,45.299,16.67889549
2021-02-01,242.428,2021,2,63533.666666666664,205157000.0,4.8,263.583,6.2,68.46069,264.6,0.08,82.873,129224.0,76330.0,45.299,16.67889549
2021-03-01,245.541,2021,3,63843.333333333336,205127400.0,4.3,264.91,6.1,68.58292,276.7,0.07,82.873,129224.0,76330.0,45.299,16.67889549
2021-04-01,249.125,2021,4,64153.0,205502000.0,4.6,266.752,6.1,68.64573,291.8,0.07,82.873,129224.0,76330.0,45.299,16.67889549
2021-05-01,253.419,2021,5,64305.666666666664,205648300.0,5.5,268.452,5.8,68.97804000000001,305.9,0.06,82.873,129224.0,76330.0,45.299,16.67889549
2021-06-01,258.246,2021,6,64458.333333333336,205397300.0,6.0,270.664,5.9,69.11287,315.7,0.08,82.873,129224.0,76330.0,45.299,16.67889549
2021-07-01,262.616,2021,7,64611.0,205301200.0,6.0,271.994,5.4,69.67599,313.542,0.1,82.873,129224.0,76330.0,45.299,16.67889549
2021-08-01,266.582,2021,8,64956.666666666664,205297700.0,6.5,272.789,5.1,69.67438,313.083,0.09,82.873,129224.0,76330.0,45.299,16.67889549
2021-09-01,270.166,2021,9,65302.333333333336,205467700.0,6.2,273.887,4.7,69.94469000000001,317.136,0.08,82.873,129224.0,76330.0,45.299,16.67889549
2021-10-01,273.546,2021,10,65648.0,205331300.0,6.7,276.434,4.5,70.21243,322.12,0.08,82.873,129224.0,76330.0,45.299,16.67889549
2021-11-01,277.262,2021,11,65526.666666666664,205362500.0,5.9,278.799,4.1,70.61934000000001,328.94,0.08,82.873,129224.0,76330.0,45.299,16.67889549
2021-12-01,281.486,2021,12,65405.333333333336,205328300.0,5.6,280.808,3.9,70.83514,335.032,0.08,82.873,129224.0,76330.0,45.299,16.67889549
2022-01-01,286.172,2022,1,65284.0,207070000.0,5.9,282.39,4.0,70.72739,345.742,0.08,83.084,131202.0,74580.0,48.021,17.12812055
2022-02-01,291.242,2022,2,65231.666666666664,207000000.0,6.1,284.535,3.8,70.8944,343.583,0.08,83.084,131202.0,74580.0,48.021,17.12812055
2022-03-01,296.512,2022,3,65179.333333333336,206832800.0,6.9,287.553,3.6,71.21769,345.852,0.2,83.084,131202.0,74580.0,48.021,17.12812055
2022-04-01,300.584,2022,4,65127.0,206943900.0,8.2,288.764,3.7,71.19485,343.786,0.33,83.084,131202.0,74580.0,48.021,17.12812055
2022-05-01,303.704,2022,5,65241.0,207138800.0,8.1,291.359,3.6,71.36476,353.015,0.77,83.084,131202.0,74580.0,48.021,17.12812055
2022-06-01,304.468,2022,6,65355.0,207380600.0,9.9,294.996,3.6,71.23962,349.8,1.21,83.084,131202.0,74580.0,48.021,17.12812055
2022-07-01,303.505,2022,7,65469.0,207450900.0,10.6,294.977,3.5,71.33625,346.79,1.68,83.084,131202.0,74580.0,48.021,17.12812055
2022-08-01,301.029,2022,8,65579.0,207438500.0,8.6,295.209,3.6,71.47372,342.753,2.33,83.084,131202.0,74580.0,48.021,17.12812055
2022-09-01,299.006,2022,9,65689.0,207503400.0,9.9,296.341,3.5,71.4325,336.464,2.56,83.084,131202.0,74580.0,48.021,17.12812055
2022-10-01,298.612,2022,10,65799.0,207522800.0,9.7,297.863,3.6,71.29188,333.796,3.08,83.084,131202.0,74580.0,48.021,17.12812055
2022-11-01,298.332,2022,11,65898.0,207587800.0,9.2,298.648,3.6,71.30185,330.369,3.78,83.084,131202.0,74580.0,48.021,17.12812055
2022-12-01,297.628,2022,12,65997.0,207569600.0,8.6,298.812,3.5,71.63156,326.449,4.1,83.084,131202.0,74580.0,48.021,17.12812055
